student_id,age,gender,origin,hs_gpa,admission_score,first_sem_gpa,socioeconomic_level,scholarship,loan,financial_aid,dropout
45,32.0,Male,Urban,3.8255160946865256,70.73700299273963,3.1566653533033233,4.0,No,Yes,No,0
46,27.0,Female,Urban,4.126031252962371,80.96862482887175,2.842961684700754,4.0,Yes,No,Yes,0
47,18.0,Female,Urban,3.6710149114461244,74.27850677427182,3.6194162507961676,5.0,No,,No,0
48,16.0,Female,Rural,4.351494119587964,62.38290737661068,4.033400381828008,2.0,No,No,No,0
49,24.0,Male,Urban,3.584036095674141,74.15441278898024,1.2922740892143372,2.0,No,No,Yes,1
50,16.0,Female,Urban,2.3549164351654905,65.31489863500138,3.0949299997801822,3.0,No,No,No,0
51,18.0,Female,Rural,4.402729540171408,77.30874028761727,4.719478441292694,3.0,No,No,No,0
52,25.0,Male,Urban,,73.7844755894729,3.8468654861649396,5.0,No,No,No,1
53,34.0,Female,Urban,2.8973529329607133,58.13712125886876,4.3099117291920415,3.0,No,Yes,No,0
54,24.0,Female,Urban,3.4810657756603307,70.0263889559581,3.2342358597707914,3.0,No,Yes,No,0
55,31.0,Female,Urban,3.069699854093829,70.66400856101048,2.004572790120749,3.0,Yes,No,No,1
56,33.0,Female,Urban,4.860125629979631,66.30746857292317,2.2528476104069823,4.0,No,Yes,No,0
57,31.0,Male,Rural,3.898610968550004,,3.7221834348793212,3.0,Yes,No,No,0
58,27.0,Female,Rural,2.6587732952135497,90.55661080844068,3.9199198748829946,1.0,No,Yes,Yes,0
59,24.0,Female,Urban,,65.5871954434038,2.567611772603061,4.0,Yes,No,Yes,0
60,25.0,Female,Urban,3.3607560271072487,65.79161820319678,2.938198019124336,2.0,No,Yes,No,0
61,21.0,Female,Rural,,43.023241865450785,3.362072911906657,5.0,Yes,Yes,Yes,1
62,25.0,Female,Urban,2.9683820399476954,68.45296711799372,1.7527194051067854,2.0,No,Yes,No,1
63,23.0,Female,Urban,2.2517822980072033,64.76580759790511,2.8728472403968337,2.0,No,No,No,0
64,20.0,Female,Rural,3.639521507836753,44.06585022942118,4.447419902640456,3.0,No,No,No,0
65,34.0,Female,Rural,3.3911835902701686,73.46192403053416,,5.0,Yes,No,No,0
66,16.0,Male,Rural,3.350048559060794,77.09215845741991,,3.0,No,No,No,0
67,17.0,Female,Urban,2.3152565033092314,61.19071915373085,4.618144119280158,3.0,No,No,Yes,0
68,19.0,Male,Rural,3.8560856107184676,65.52865204887934,2.7328883062834426,3.0,Yes,Yes,Yes,0
69,34.0,Female,Urban,4.604007088705564,58.40219424673399,2.5047119302861565,2.0,No,No,No,1
70,29.0,Female,Urban,2.4545705514567495,79.15050550173686,,3.0,Yes,No,Yes,1
71,32.0,Male,Urban,4.302734212453728,51.79067210251081,3.9185127608352444,5.0,No,No,No,0
72,19.0,Female,Urban,3.2587698859475713,66.24086451474146,2.8537239510757506,5.0,No,Yes,No,0
73,,Male,Rural,5.0,93.41286601344731,5.0,2.0,Yes,Yes,No,0
74,23.0,Male,Rural,3.8616047526293045,70.61905520814236,3.4183407540549338,5.0,No,Yes,Yes,1
75,,Male,Urban,3.4872933771924877,75.61518221932988,3.3039880244397843,1.0,No,Yes,No,0
76,16.0,Female,Urban,4.263229059532935,68.24015047669597,1.7082998586832412,4.0,Yes,Yes,No,1
77,27.0,Male,Urban,3.9156170704498336,55.90688959919687,,1.0,No,Yes,No,0
78,31.0,Male,Urban,3.244526414410503,69.60794455336449,2.8631457897341823,3.0,No,No,Yes,1
79,28.0,Male,Rural,4.0261301659733855,74.87768411451812,3.024646992261159,3.0,Yes,No,No,0
80,18.0,Female,Rural,3.293582477792934,57.72830032240658,1.3884077597277695,3.0,Yes,No,No,1
81,26.0,Male,Rural,0.0,74.09936699359896,3.894705421051114,6.0,No,No,Yes,0
82,21.0,Male,Rural,4.818955315948444,84.9389203480506,3.9447428814224477,3.0,No,No,No,0
83,34.0,Female,Urban,3.3902501395549214,82.83627281247902,2.669141674765454,1.0,No,No,Yes,0
84,32.0,Female,Urban,3.2345915995994208,51.00705664037041,3.2283205173756726,2.0,No,Yes,Yes,0
85,19.0,Female,Urban,,58.296644931343366,3.4681357926778515,4.0,No,No,Yes,0
86,25.0,Male,Urban,2.6642208852877745,50.63584813340616,3.924582362289762,2.0,No,No,No,0
87,33.0,Male,Rural,2.787852811080648,82.85386247485481,3.2379404555463394,,Yes,No,No,0
88,32.0,Male,Urban,3.300211979958741,77.32395220931227,4.532631752823196,2.0,No,No,Yes,0
89,29.0,Male,Urban,3.28816691606828,78.43768672804913,2.960586215447135,6.0,No,No,No,0
90,28.0,Male,Urban,3.6431335634916797,59.45979633307752,,3.0,No,No,No,0
91,16.0,Male,Urban,4.273534627875618,56.00000848479476,2.78130974390066,,No,Yes,Yes,0
92,30.0,Male,Rural,3.3155838161189783,70.92289278360742,1.1246467212854259,4.0,No,No,No,1
93,24.0,Male,Urban,3.8956790836499193,71.2118038587884,2.5093947182326004,3.0,,No,Yes,0
94,17.0,Male,Urban,3.96092700054211,59.74895906803758,,3.0,No,No,No,0
95,,Female,Rural,2.9495547710412726,71.70611062438911,3.3670628910702156,6.0,No,No,No,0
96,26.0,Male,Rural,3.737073433747681,77.73481660861225,2.5003638261457737,4.0,No,Yes,No,1
97,29.0,Female,Urban,3.0343995724062225,72.73618934308048,3.435353561207008,3.0,No,Yes,Yes,0
98,25.0,Male,Urban,4.23833924672867,,1.5408123375714116,6.0,Yes,No,No,0
99,27.0,Male,Urban,3.873053926843495,44.64805406184031,2.927996284430731,3.0,No,No,No,0
100,32.0,Female,Rural,3.609902468616748,66.89344063532161,3.575941136128328,3.0,No,No,No,0
101,29.0,Male,Rural,2.7961802077493307,71.97225893187387,,5.0,No,Yes,Yes,0
102,22.0,Male,Urban,3.6695940061711902,66.87899439747143,2.5364827354595616,6.0,No,No,No,1
103,28.0,Female,Urban,3.1397834918539886,64.85979836133983,3.8865744915326097,4.0,No,No,Yes,0
104,27.0,Female,Urban,4.023577584271356,61.702657643345376,4.652116687952423,3.0,No,Yes,Yes,0
105,18.0,Female,Urban,3.5284040985806993,78.58765613978733,2.815025097372186,3.0,No,No,No,0
106,17.0,Female,Urban,,69.37150386147384,3.7493677995072394,1.0,No,Yes,Yes,0
107,28.0,Female,Urban,4.155310738506698,71.47864690451202,1.9106283152114643,2.0,No,No,No,0
108,23.0,Female,Urban,4.0329210406280565,58.34171656255242,1.587093752745718,4.0,Yes,Yes,No,1
109,27.0,Male,Urban,3.244021752631936,62.55493991982365,3.647037445881017,3.0,No,No,No,0
110,22.0,Female,Urban,4.297216699607087,71.96557473577536,,5.0,No,No,No,0
111,20.0,Male,Urban,3.420963194889396,57.93498596614227,3.3171630466606152,4.0,Yes,No,No,0
112,18.0,Male,Urban,3.414509031362295,54.88841229426182,2.6909707750127017,4.0,No,No,No,0
113,23.0,Male,Urban,3.6742806289609553,66.05018797965585,,5.0,No,No,Yes,0
114,31.0,Female,Urban,3.1484197488642276,84.41164927039671,3.806485770592677,3.0,Yes,No,No,0
115,23.0,Female,Urban,3.3350160589725024,72.29142133913116,4.5325606284986115,4.0,No,No,No,0
116,23.0,Male,Urban,3.5037124327890274,87.51519409873286,2.9847290005413885,3.0,No,Yes,No,0
117,26.0,Female,Rural,4.518169805794713,68.42172815441303,1.8374148985266416,3.0,No,No,Yes,1
118,34.0,Female,Urban,4.499789845176494,66.27921566970171,,4.0,Yes,Yes,No,0
119,23.0,Male,Urban,3.444677879645707,53.293151383736316,,1.0,No,No,No,0
120,27.0,Male,Urban,4.5662626443172325,63.08530544365356,,6.0,No,Yes,Yes,0
121,24.0,Female,Rural,3.5740279500545284,87.22220484598387,,6.0,No,,No,0
122,27.0,Female,Rural,3.8283484066869016,73.93060327001828,5.0,5.0,No,No,No,0
123,24.0,Male,Rural,4.130146700264358,78.79745322687566,3.2192716260379974,3.0,No,Yes,No,0
124,28.0,Female,Urban,,78.46117398583179,3.5703655838258745,3.0,No,No,Yes,0
125,26.0,Male,Rural,5.0,69.8854547203692,1.6757869286793445,3.0,No,Yes,No,1
126,,Female,Urban,3.7460077885423075,67.5423281612372,2.695499979442909,3.0,No,No,No,0
127,34.0,Male,Urban,2.8814464526935057,71.43020287818308,2.6092622440249706,2.0,Yes,Yes,Yes,0
128,18.0,Female,Urban,4.383282584708509,78.05562508680156,3.1350698037003,5.0,No,Yes,Yes,0
129,26.0,Male,Urban,,75.49439456209421,3.437630795904777,5.0,No,No,No,0
130,24.0,Female,Urban,3.4174270011911023,75.9036665412032,2.5591641027268657,3.0,No,Yes,No,0
131,22.0,Male,Urban,1.8049962698967565,71.84973010504171,4.5444179496108505,5.0,No,Yes,No,0
132,20.0,Male,Urban,4.200591539792004,60.760792975711006,2.306342509087739,3.0,Yes,No,No,0
133,16.0,Female,Urban,4.091069487961878,66.86085495053995,2.7984529666495828,5.0,No,Yes,No,0
134,23.0,Female,Rural,4.079411684021189,58.7025630856929,3.349759863078695,6.0,No,No,Yes,0
135,31.0,Male,Rural,4.187043537915647,82.05589438674119,2.1577671235343447,4.0,Yes,No,Yes,0
136,17.0,Male,Urban,4.614600121870389,44.77547298914208,3.615760717217953,6.0,No,Yes,No,0
137,23.0,Female,Urban,3.5723988905734854,67.38563301518838,3.665563932280232,4.0,No,Yes,No,0
138,34.0,Male,Rural,4.162569898901639,98.646538422858,2.924938765539085,4.0,No,No,No,0
139,34.0,Female,Urban,3.1536961128222525,65.90158539714754,4.687107539144229,3.0,No,Yes,No,0
140,20.0,Male,Urban,3.387719289801462,56.3825845383269,3.224477425576355,1.0,No,No,No,0
141,16.0,Female,Urban,4.2340560925976956,69.7845410834624,3.384042108066716,2.0,Yes,No,No,0
142,28.0,Male,Urban,3.8346742973193786,85.47251636974639,2.3904090618996507,5.0,Yes,No,No,0
143,16.0,Male,Urban,2.7999508844531484,68.07459498688738,,2.0,No,Yes,No,1
144,21.0,Male,Urban,3.8167976277286217,77.3601856083782,2.653880508870546,4.0,No,No,No,1
145,25.0,Female,Urban,3.490253135483812,71.19943586735876,2.9016573436294006,2.0,Yes,Yes,No,0
146,32.0,Male,Urban,3.1088002253115663,65.52552325718952,2.794483086126919,4.0,Yes,No,No,1
147,17.0,Male,Urban,3.860572230188457,100.0,3.7744103247497764,6.0,No,No,No,0
148,28.0,Female,Urban,3.357296581506694,70.85380765166352,1.248736359520693,4.0,Yes,Yes,No,1
149,26.0,Female,Urban,2.657706186892802,63.55410712851137,2.2513249297220383,1.0,No,No,No,1
150,18.0,Male,Urban,2.93330683279708,64.1202000427058,1.6971152723827645,4.0,Yes,Yes,No,1
151,32.0,Male,Rural,4.661502045926212,74.56689398125621,4.2330897464327695,3.0,No,No,No,0
152,32.0,Female,Rural,2.6910426503234355,74.91060880704686,2.7067595701274816,5.0,No,Yes,No,1
153,25.0,Male,Urban,3.733681312248293,79.2641393569815,2.7469698161837024,2.0,No,Yes,No,1
154,33.0,Female,Rural,3.9660335485849867,71.69372839621447,2.277166986767863,3.0,,Yes,No,1
155,27.0,Female,Urban,3.983513427780189,52.82058196056234,3.8792060985042345,5.0,No,No,Yes,0
156,33.0,Male,Urban,,76.38306349556588,2.8295952370078683,5.0,Yes,No,No,0
157,34.0,Female,Urban,3.4070770983868113,66.29243993285496,3.336980273462966,5.0,No,Yes,No,0
158,26.0,Female,Urban,3.684508035077163,66.56679803599835,,3.0,Yes,No,No,1
159,21.0,Female,Urban,4.080125556287301,52.20507462233492,4.097078514037264,4.0,Yes,Yes,No,0
160,18.0,Female,Urban,3.2130235012716293,63.117703111044975,3.4755971407814106,5.0,No,Yes,Yes,1
161,26.0,Female,Urban,2.9019152972246767,61.27794142845236,3.6014568617624123,4.0,No,No,No,0
162,19.0,Female,Urban,4.201544429496307,,4.149648997444462,1.0,No,Yes,No,0
163,30.0,Female,Rural,4.2630921875938155,52.55897144585682,3.0051166644084613,2.0,Yes,No,No,1
164,33.0,Female,Urban,3.8220435336294094,70.60787551140848,,1.0,No,No,No,0
165,20.0,Female,Urban,3.2347277059814172,71.49203188939171,3.7349082485377503,2.0,No,Yes,No,0
166,26.0,Female,Urban,3.8440569932532838,56.562785779563654,3.5017970485032106,1.0,No,No,No,1
167,16.0,Male,Urban,3.6655864219595187,62.50412360442249,,3.0,No,No,No,1
168,19.0,Male,Urban,4.1025772057148355,59.70935723750501,3.1955373764321813,4.0,No,Yes,No,0
169,23.0,Female,Rural,2.8505322204534567,,2.7564222711642885,5.0,Yes,No,No,0
170,32.0,Male,Urban,3.6697564632833934,39.660833213917485,3.733050671531475,3.0,No,Yes,Yes,1
171,,Male,Urban,3.5045616908003314,65.88010152967001,3.9085003458297405,2.0,Yes,Yes,Yes,0
172,28.0,Female,Urban,2.9341897712115497,50.07367897309577,3.1647839254677295,5.0,No,Yes,No,1
173,27.0,Female,Urban,3.7293889496450094,64.8199408237048,4.665863604526786,5.0,No,Yes,No,0
174,,Male,Rural,3.6209507015273643,80.16089003684365,,6.0,No,Yes,No,0
175,17.0,Female,Rural,3.3537847997334,62.43266464721511,2.9739455139120388,1.0,No,Yes,No,0
176,15.0,Male,Urban,3.8376172499315655,71.66066330588642,4.5321239783232,4.0,No,Yes,No,0
177,34.0,Female,Urban,2.7487217935623214,59.86270227699847,2.823262798509466,4.0,No,No,Yes,0
178,23.0,Male,Urban,3.567814924097084,93.27379128694037,1.8787615558994926,3.0,No,No,No,0
179,20.0,Male,Urban,3.8588484994673955,80.95835594902873,4.2795871366717515,2.0,No,No,No,0
180,20.0,Male,Urban,3.770410714875404,83.52629663782122,3.5985666055354746,5.0,Yes,No,Yes,0
181,29.0,Female,Rural,4.24585666917477,54.06182277591112,2.2041187371427564,3.0,No,No,No,0
182,,Male,Rural,2.8793324554907924,56.78705355089382,3.7825901437218827,1.0,Yes,No,No,0
183,34.0,Female,Urban,2.695271745220354,82.9570905710814,2.3415840362427742,3.0,No,Yes,Yes,1
184,32.0,Male,Urban,3.743440645234955,67.66758183046083,2.0870370907989013,4.0,No,Yes,No,0
185,26.0,Female,Urban,3.8730915164615958,66.90493538485913,3.039626349164571,2.0,Yes,No,Yes,0
186,24.0,Female,Urban,4.87189427590612,74.0053997476329,2.77615950907563,4.0,Yes,No,No,0
187,30.0,Male,Urban,3.9699674857241707,54.937875784618626,,2.0,No,Yes,No,1
188,26.0,Female,Urban,3.0756310215784826,79.27440227534157,2.868604834176887,3.0,No,No,Yes,0
189,25.0,Female,Urban,4.083617840941066,70.21988755218884,2.3563629661096526,3.0,No,No,No,0
190,22.0,Male,Rural,3.0926219113519675,75.75088174668346,3.2099078146069244,2.0,No,No,No,0
191,24.0,Female,Urban,2.7084984326062598,61.95263178540092,3.1433725780128094,5.0,No,Yes,Yes,0
192,30.0,Female,Urban,5.0,76.15875834255114,3.759358968481375,3.0,No,No,No,0
193,17.0,Female,Urban,3.795495227638453,61.54142044661179,2.7972964146373407,4.0,No,Yes,No,0
194,16.0,Female,Rural,4.028970379084322,81.45256716285502,2.0940568016818255,5.0,No,Yes,No,0
195,29.0,Female,Urban,3.9381301516186,83.55575424525249,2.1039358439446563,3.0,No,Yes,No,0
196,23.0,Male,Urban,4.68724606445371,80.94262741917767,2.964863952607172,1.0,No,No,No,0
197,31.0,Male,Urban,3.7704639098850454,76.19756399055879,4.393956892036096,3.0,No,Yes,No,0
198,16.0,Male,Urban,4.330618819607755,77.60579505521719,3.8426287445615164,2.0,No,No,No,0
199,33.0,Male,Urban,,37.52887125896217,2.6478600952062825,5.0,Yes,,Yes,0
200,18.0,Female,Rural,2.7647034056711384,80.01861046919328,3.9176802126268067,2.0,Yes,No,No,0
201,23.0,Male,Urban,4.455934206148559,66.71152167478974,2.2319620899078796,4.0,No,Yes,No,0
202,34.0,Male,Urban,4.484915831045395,71.13933991738992,3.9749168187383024,1.0,Yes,Yes,No,0
203,,Male,Urban,3.9064354891881354,66.59552629216894,,,No,Yes,Yes,0
204,28.0,Male,Rural,3.7356399022327778,53.30635583678331,3.7787805888801396,2.0,No,Yes,No,0
205,29.0,Male,Urban,,63.53639959606896,3.661641091406023,5.0,Yes,No,Yes,0
206,24.0,Female,Rural,3.187103142939393,,2.9399402811482362,4.0,No,No,No,0
207,17.0,Male,Rural,4.5231827399918405,87.00843509978887,3.425220301489489,4.0,Yes,Yes,No,0
208,25.0,Male,Urban,3.9953284888990925,62.52493288593888,2.3064880347802728,1.0,No,No,Yes,1
209,24.0,Female,Urban,3.903543266701326,59.15234218355751,3.1032113083209216,3.0,No,No,No,0
210,32.0,Male,Urban,3.8256751604830814,,4.0313401577016785,5.0,No,No,No,0
211,28.0,Male,Urban,4.228747692814121,59.40916846713998,5.0,4.0,No,Yes,No,0
212,22.0,Female,Urban,3.9030031799183207,94.88363153274199,3.726541992353871,4.0,No,Yes,No,0
213,17.0,Male,Rural,4.047215861754719,70.60778371346024,3.2331884148578838,3.0,No,Yes,No,0
214,27.0,Male,Urban,2.8986414750752587,59.39909158123926,,2.0,Yes,Yes,Yes,1
215,21.0,Female,Urban,3.9060197990782806,81.81205128497905,4.012414079354933,5.0,,Yes,No,0
216,28.0,Female,Urban,4.912320906635094,90.32018639541583,1.833925467099203,2.0,No,No,No,0
217,32.0,Female,Urban,3.288886196850572,52.78302885551379,2.5188373441667897,2.0,Yes,No,No,0
218,22.0,Male,Urban,3.5227026789556666,88.70754506302212,3.4501559370663264,,No,Yes,No,0
219,33.0,Male,Urban,4.135166225346015,66.62313771155854,2.1957947278832384,1.0,Yes,No,No,1
220,25.0,Male,Urban,4.174381899363414,87.83595475517052,4.398651344787337,4.0,No,Yes,No,0
221,26.0,Female,Urban,3.9746562551954683,65.43442681025823,4.039846044925901,4.0,No,No,,0
222,30.0,Male,Urban,2.629439842109736,51.073682098371975,2.707030173458911,3.0,No,No,Yes,0
223,30.0,Male,Rural,3.901038164830717,76.02360534046284,2.7174266847148747,,No,No,No,0
224,33.0,Female,Urban,2.889795291083905,81.11893718053737,2.104811837690566,3.0,Yes,Yes,No,1
225,34.0,Female,Urban,3.1051788490171788,95.15155430134487,2.039187234267591,1.0,No,No,No,0
226,18.0,Female,Urban,3.9288322717430675,90.6831727603492,3.5181835403687685,1.0,No,No,No,0
227,23.0,Male,Urban,3.422505525863962,78.3429047135031,3.6634301854870785,3.0,No,Yes,No,0
228,33.0,Male,Urban,4.085773747828661,67.1475124165076,3.4450278847489857,1.0,No,Yes,No,1
229,21.0,Female,Urban,5.0,63.7521804318734,,2.0,No,No,No,0
230,16.0,Female,Urban,4.066308030230366,66.46152465349681,2.713454738554103,3.0,No,No,Yes,0
231,26.0,Female,Urban,4.033711591808683,60.02881327836843,3.4522243782304765,4.0,No,No,No,0
232,30.0,Female,Rural,3.0625635126255886,66.70537563273702,1.9817725847455145,3.0,Yes,No,Yes,1
233,30.0,Male,Rural,3.214221435940911,39.46567091348689,3.169698604645595,2.0,No,No,No,0
234,31.0,Female,Urban,2.96180286806934,72.14641679151508,4.346082589903676,4.0,No,No,No,0
235,28.0,Female,Urban,,69.65277880734845,4.224944164661528,5.0,No,Yes,No,0
236,18.0,Male,Urban,2.9449487664419465,100.0,,4.0,No,No,No,0
237,32.0,Male,Urban,3.204185989760334,79.10489189002516,2.8949191735748583,4.0,,No,No,0
238,23.0,Male,Rural,3.4747668988092024,64.23735717321357,4.269196846445911,2.0,No,Yes,No,0
239,32.0,Female,Urban,2.999655679216881,76.77681269129597,4.598150581044107,5.0,No,No,No,0
240,31.0,Female,Urban,2.7485417394225453,55.29080659258733,1.9618978488418728,4.0,No,Yes,No,1
241,34.0,Female,Urban,2.7831218852534385,62.76769711286057,2.8208307733188387,2.0,No,No,Yes,0
242,16.0,Male,Urban,3.8723526674362376,47.588863442015985,3.351266579943319,4.0,No,Yes,No,0
243,,Male,Urban,3.635847918817178,87.2351142744256,4.14158123303914,4.0,No,No,Yes,0
244,27.0,Female,Rural,4.215564196988912,,,,No,No,No,0
245,25.0,Male,Urban,4.226663531080321,55.89298867439049,,3.0,No,Yes,No,0
246,31.0,Female,Urban,3.395616646829457,69.27414903210517,2.9222132475746827,4.0,No,Yes,No,0
247,34.0,Male,Urban,4.002026144642721,81.39721837645342,5.0,4.0,Yes,Yes,No,0
248,25.0,Female,Rural,2.735687672064865,75.94130297857023,3.5087929940727296,4.0,No,Yes,No,0
249,17.0,Male,Urban,4.969814122223025,74.58732444232764,3.055367197505532,1.0,No,No,No,0
250,29.0,Female,Urban,4.317242579512776,59.70589378710808,2.8945298480153525,2.0,No,No,Yes,0
251,20.0,Female,Rural,3.4709799628952354,62.35305875581449,4.011455212263558,6.0,Yes,No,Yes,0
252,20.0,Male,Rural,2.9020803395379504,71.14182818620067,3.7091217600598427,3.0,No,Yes,Yes,1
253,19.0,Male,Rural,3.828029146321176,81.04306615236749,2.294053491423119,4.0,No,No,No,0
254,19.0,Female,Rural,2.4779558829100057,60.053597352783214,3.3380790133607623,2.0,Yes,No,No,0
255,33.0,Female,Urban,3.1324185383361867,56.54319959551535,,4.0,Yes,No,,0
256,22.0,Female,Urban,4.049254535402719,83.72835904488726,2.556681902116911,4.0,No,Yes,Yes,0
257,18.0,Female,Urban,3.645269400056422,58.83625201070603,2.1240204786299572,,No,Yes,No,0
258,19.0,Female,Urban,3.305421161493787,82.92594043623768,2.0989670685983395,6.0,No,No,No,0
259,23.0,Female,Rural,4.170443747482131,72.91665834363305,2.612265569860826,3.0,No,Yes,No,1
260,22.0,Female,Urban,2.976819593463153,80.57256788416798,2.3767034936973537,3.0,No,No,No,0
261,21.0,Female,Urban,3.7708203694972635,90.93256232168997,3.5879764930983415,,No,Yes,No,0
262,34.0,Male,Urban,3.3012686991984177,78.26396249847346,3.8039939657060637,3.0,No,No,No,0
263,32.0,Female,Urban,3.0915777259101636,200.0,2.972094091510451,3.0,,Yes,No,0
264,26.0,Female,Urban,3.878037455970258,58.98597850076016,2.265036257180558,6.0,Yes,Yes,No,0
265,34.0,Female,Urban,3.0042723395216555,61.65777182511681,3.8100707417710122,3.0,Yes,No,,0
266,22.0,Male,Rural,4.7412038692469505,77.72735827969662,1.5381471927598291,4.0,No,No,No,1
267,18.0,Female,Urban,3.2491698927192014,88.411129904344,1.6126494336299322,4.0,No,No,No,1
268,,Female,Urban,4.79389198978496,86.70522487056947,3.748432072004067,1.0,No,No,No,0
269,17.0,Male,Rural,2.943617526406092,97.79998532373003,3.6911836978048633,2.0,No,No,No,0
270,34.0,Female,Rural,3.9635708509974807,73.73068927164466,,,No,No,No,0
271,20.0,Male,Urban,2.880254585014846,72.43340509548845,2.9908058364405234,1.0,Yes,No,Yes,1
272,24.0,Male,Rural,2.795329615271524,82.0744222539422,2.150849329578131,2.0,Yes,Yes,No,0
273,19.0,Female,Rural,3.6958232058442038,70.2269644752506,2.754976735271125,4.0,Yes,No,No,1
274,34.0,Male,Urban,4.006535298126855,69.25037964614508,3.6196088344328174,4.0,No,Yes,No,0
275,19.0,Female,Urban,2.8354422279655056,57.43162117644806,,2.0,No,Yes,No,0
276,25.0,Female,Rural,4.310488240324231,81.89464171697718,2.600067822176911,2.0,Yes,Yes,No,1
277,34.0,Female,Rural,3.1214405910141365,57.136026743236954,2.0437436954129504,5.0,Yes,Yes,No,1
